audio_onset,audio_offset,audio_path,video_path,video_index,p0_x,p0_y,p1_x,p1_y
64382688,64385295,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,15452,,,,
66609712,66614991,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,15986,400.0,78.0,163.0,287.0
118784592,118789839,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,28508,292.0,313.0,525.0,145.0
118803312,118807999,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,28513,525.0,145.0,312.0,285.0
118822128,118825711,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,28517,354.0,254.0,518.0,140.0
118834208,118839519,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,28520,518.0,140.0,402.0,225.0
118851456,118855327,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,28524,512.0,151.0,436.0,201.0
119354128,119357647,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,28645,420.0,83.0,391.0,204.0
120953280,120957919,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,29029,280.0,91.0,406.0,228.0
129153952,129173758,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,30999,358.0,358.0,560.0,349.0
140945536,140959663,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,33828,438.0,366.0,160.0,419.0
140970208,140975071,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/mic_2023_06_06_13_52_13_972628.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_13_52_13_972628_male-pup-dyad/2023_06_06_13_52_13_972628_cam_d.avi,33833,216.0,390.0,396.0,356.0
135280,138207,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,32,,,,
2300256,2307519,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,552,416.0,293.0,391.0,388.0
2417392,2429023,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,581,386.0,170.0,216.0,368.0
2580224,2586271,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,619,578.0,80.0,113.0,329.0
3614736,3618207,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,867,,,,
4018256,4021071,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,964,392.0,202.0,454.0,257.0
4944704,4948511,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,1187,,,,
4970992,4977167,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,1193,,,,
6376192,6389535,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,1531,456.0,159.0,526.0,94.0
6471440,6495791,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,1556,506.0,100.0,613.0,25.0
6628544,6647151,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,1593,450.0,74.0,518.0,93.0
7295888,7301855,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,1751,381.0,258.0,422.0,263.0
7599712,7604703,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,1824,349.0,82.0,348.0,314.0
8213824,8217439,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,1971,137.0,353.0,28.0,431.0
8408256,8423199,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2019,158.0,367.0,103.0,332.0
8433728,8440271,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2024,109.0,346.0,149.0,373.0
9172832,9190719,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2203,166.0,100.0,636.0,181.0
9207760,9212511,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2210,276.0,109.0,636.0,181.0
9418256,9425359,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2261,569.0,82.0,559.0,116.0
9734768,9751023,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2338,227.0,47.0,601.0,58.0
10442128,10446159,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2506,,,,
11904432,11915759,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2858,415.0,283.0,227.0,360.0
11919872,11927727,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2861,227.0,369.0,367.0,298.0
12201024,12204447,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,2928,338.0,339.0,428.0,393.0
12724656,12730399,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3054,302.0,346.0,389.0,365.0
12754544,12762079,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3061,436.0,364.0,239.0,357.0
12774544,12783743,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3066,177.0,378.0,464.0,382.0
13183840,13187727,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3164,296.0,289.0,86.0,395.0
14127664,14153007,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3393,117.0,356.0,96.0,396.0
14162512,14167103,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3399,82.0,370.0,106.0,396.0
14236144,14240271,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3417,34.0,371.0,68.0,412.0
14352848,14359295,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3445,93.0,397.0,49.0,300.0
14820144,14832863,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3558,85.0,133.0,109.0,321.0
14841760,14846479,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3562,105.0,133.0,124.0,279.0
15266800,15276223,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3665,219.0,103.0,245.0,16.0
15289360,15296927,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3670,245.0,19.0,230.0,85.0
15307760,15314319,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3674,222.0,65.0,244.0,18.0
15365472,15372287,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3688,226.0,34.0,253.0,14.0
15386336,15389807,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3693,229.0,43.0,245.0,30.0
15400960,15424063,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3699,251.0,77.0,320.0,95.0
15481008,15488159,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3716,331.0,181.0,435.0,98.0
16117856,16124879,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3869,578.0,115.0,124.0,357.0
16204736,16207263,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3889,,,,
16451136,16453790,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,3948,,,,
17178080,17188303,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,4123,,,,
17196064,17198879,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,4127,,,,
17520800,17546015,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,4208,332.0,389.0,510.0,302.0
17610832,17616575,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,4227,,,,
17864688,17867567,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,4287,,,,
20042192,20047967,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,4810,517.0,331.0,10.0,328.0
21307312,21313423,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,5114,526.0,463.0,565.0,388.0
21464176,21470335,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,5152,512.0,409.0,618.0,450.0
21984272,21991663,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,5277,150.0,429.0,236.0,305.0
22240880,22254463,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,5339,166.0,259.0,160.0,303.0
23368032,23371151,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,5608,,,,
23380336,23384351,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,5611,,,,
23755824,23769871,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,5703,50.0,393.0,115.0,347.0
23807632,23823359,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,5715,109.0,276.0,114.0,328.0
23965232,23968591,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,5752,90.0,100.0,23.0,447.0
25079616,25083039,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,6019,143.0,45.0,424.0,109.0
26010304,26017759,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,6243,402.0,326.0,463.0,456.0
26208368,26223423,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,6291,308.0,341.0,518.0,369.0
26296096,26306639,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,6312,263.0,292.0,561.0,365.0
27947072,27954399,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,6708,136.0,371.0,218.0,340.0
27960352,27963039,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,6710,209.0,328.0,132.0,378.0
28838176,28845119,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,6921,127.0,393.0,93.0,413.0
28875248,28881407,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,6930,122.0,353.0,67.0,379.0
30185456,30205567,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/mic_2023_06_06_12_54_59_176438.h5,/mnt/home/rpeterson/ceph/ssl/new_dyads/2023_06_06_12_54_59_176438_male-male-dyad/2023_06_06_12_54_59_176438_cam_d.avi,7246,277.0,95.0,165.0,216.0
